TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C13,C14,D1,D2,D4,D10,D15,M1,M2,M3,M4,M5,M6,id_01,id_02,id_05,id_06,id_19,id_20,DeviceType,DeviceInfo,TransactionDate,TransactionHour,TransactionDayOfWeek
3370337,0,9594926,58.95,W,13249,111.0,150.0,visa,226.0,debit,264.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,,,F,,,,,,,,,2018-03-22 01:15:26,1,Thursday
3285942,0,7397762,42.657,C,1976,545.0,185.0,visa,102.0,credit,,,,84.0,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-20.0,616718.0,0.0,-11.0,266.0,612.0,mobile,,2018-02-24 14:56:02,14,Saturday
3147776,1,3377660,112.811,C,15885,545.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,M2,,,-35.0,490290.0,0.0,0.0,153.0,595.0,mobile,,2018-01-09 02:14:20,2,Tuesday
3004545,0,481942,71.95,W,11899,564.0,150.0,visa,226.0,debit,204.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,1.0,6.0,1.0,55.0,55.0,42.0,55.0,55.0,,,,,,F,,,,,,,,,2017-12-06 13:52:22,13,Wednesday
3442771,0,11653463,42.913,C,9917,142.0,185.0,visa,138.0,debit,,,,40.0,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,M2,,,-20.0,137732.0,0.0,0.0,266.0,127.0,desktop,Windows,2018-04-14 21:04:23,21,Saturday
3446681,0,11808534,30.95,W,8982,390.0,150.0,mastercard,224.0,debit,204.0,87.0,,,cfl.rr.com,,2.0,2.0,0.0,0.0,1.0,2.0,2.0,430.0,430.0,431.0,431.0,0.0,T,T,T,,,F,,,,,,,,,2018-04-16 16:08:54,16,Monday
3125252,0,2823166,49.905,C,9633,296.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-15.0,127849.0,,,,,desktop,,2018-01-02 16:12:46,16,Tuesday
2994097,0,234897,350.0,W,7585,553.0,150.0,visa,226.0,credit,264.0,87.0,,,anonymous.com,,2.0,1.0,0.0,0.0,0.0,8.0,2.0,168.0,168.0,,407.0,,,,,M0,T,,,,,,,,,,2017-12-03 17:14:57,17,Sunday
3282319,0,7307638,745.95,W,12923,225.0,150.0,mastercard,224.0,debit,264.0,87.0,3.0,,yahoo.com,,1.0,2.0,0.0,0.0,1.0,2.0,1.0,35.0,35.0,35.0,35.0,35.0,T,T,F,,,F,,,,,,,,,2018-02-23 13:53:58,13,Friday
3204582,0,5082083,49.0,W,1275,521.0,150.0,visa,226.0,debit,272.0,87.0,,,bellsouth.net,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,F,F,,,,,,,,,2018-01-28 19:41:23,19,Sunday
3452474,1,11986248,27.666,C,15885,545.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,M2,,,,,,,,,,,2018-04-18 17:30:48,17,Wednesday
3518530,0,13991791,75.0,R,2830,555.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,comcast.net,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,54533.0,6.0,-6.0,410.0,222.0,desktop,Windows,2018-05-11 22:36:31,22,Friday
3539123,1,14588244,5.735,C,3154,408.0,185.0,mastercard,224.0,debit,,,,321.0,gmail.com,gmail.com,3.0,29.0,0.0,2.0,0.0,1.0,1.0,5.0,,6.0,0.0,6.0,,,,M2,,,-100.0,330445.0,-2.0,-34.0,567.0,507.0,mobile,CRO-L03 Build/HUAWEICRO-L03,2018-05-18 20:17:24,20,Friday
3415290,0,10812599,146.0,W,15742,481.0,150.0,visa,226.0,credit,337.0,87.0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,T,T,T,M0,T,T,,,,,,,,,2018-04-05 03:29:59,3,Thursday
3166890,0,3956164,180.0,W,1342,514.0,150.0,mastercard,224.0,debit,325.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,M1,T,T,,,,,,,,,2018-01-15 18:56:04,18,Monday
3223490,0,5595505,60.0,W,14181,555.0,150.0,mastercard,224.0,debit,226.0,87.0,910.0,,,,8.0,6.0,0.0,0.0,3.0,67.0,8.0,235.0,235.0,,497.0,468.0,T,F,F,,,F,,,,,,,,,2018-02-03 18:18:25,18,Saturday
3295328,0,7670849,117.0,W,11127,567.0,150.0,mastercard,219.0,debit,204.0,87.0,15.0,,aol.com,,1.0,3.0,0.0,0.0,0.0,14.0,1.0,428.0,428.0,428.0,22.0,428.0,T,T,T,M0,T,T,,,,,,,,,2018-02-27 18:47:29,18,Tuesday
3291196,0,7524699,47.95,W,3651,360.0,150.0,visa,166.0,debit,143.0,87.0,,,gmail.com,,2.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,0.0,,,,,,F,,,,,,,,,2018-02-26 02:11:39,2,Monday
3203825,0,5067154,77.0,W,6388,480.0,150.0,mastercard,224.0,debit,433.0,87.0,,,,,1.0,1.0,0.0,0.0,0.0,16.0,1.0,451.0,451.0,,451.0,451.0,,,,M0,F,T,,,,,,,,,2018-01-28 15:32:34,15,Sunday
2994808,0,244232,250.0,R,6019,583.0,150.0,visa,226.0,credit,123.0,87.0,,,gmail.com,gmail.com,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,,,,-5.0,138465.0,0.0,0.0,542.0,256.0,mobile,iOS Device,2017-12-03 19:50:32,19,Sunday
3007821,0,530317,100.0,W,13249,111.0,150.0,visa,226.0,debit,264.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,1.0,18.0,1.0,242.0,242.0,242.0,242.0,242.0,,,,,,F,,,,,,,,,2017-12-07 03:18:37,3,Thursday
3225448,0,5619203,23.685,C,15885,545.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-20.0,203556.0,7.0,-20.0,417.0,507.0,mobile,,2018-02-04 00:53:23,0,Sunday
3449096,0,11891233,226.0,W,1275,521.0,150.0,visa,226.0,debit,269.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,193.0,T,T,T,M0,F,F,,,,,,,,,2018-04-17 15:07:13,15,Tuesday
3157087,0,3677395,29.0,W,2074,564.0,150.0,visa,226.0,credit,204.0,87.0,,,aol.com,,3.0,2.0,0.0,0.0,0.0,4.0,2.0,34.0,5.0,472.0,39.0,525.0,,,,M1,T,F,,,,,,,,,2018-01-12 13:29:55,13,Friday
3026470,0,958477,73.458,C,14290,512.0,150.0,visa,226.0,debit,,,,,gmail.com,gmail.com,1267.0,1714.0,0.0,709.0,0.0,1015.0,453.0,0.0,,0.0,,0.0,,,,M2,,,-40.0,104624.0,10.0,-44.0,321.0,214.0,mobile,SM-G950U Build/NRD90M,2017-12-12 02:14:37,2,Tuesday
3362315,0,9382389,49.0,W,1555,582.0,150.0,mastercard,224.0,debit,476.0,87.0,40.0,,,,1.0,2.0,0.0,0.0,0.0,8.0,1.0,153.0,153.0,,543.0,1.0,T,F,F,M0,F,,,,,,,,,,2018-03-19 14:13:09,14,Monday
3124945,1,2791607,193.0,W,3178,490.0,150.0,visa,226.0,debit,299.0,87.0,60.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,T,F,F,M0,F,F,,,,,,,,,2018-01-02 07:26:47,7,Tuesday
2987290,0,91011,30.0,W,14280,555.0,150.0,visa,226.0,debit,315.0,87.0,,,gmail.com,,26.0,25.0,0.0,0.0,17.0,99.0,23.0,213.0,213.0,212.0,212.0,212.0,,,,,,T,,,,,,,,,2017-12-02 01:16:51,1,Saturday
3568427,0,15527263,26.95,W,7005,111.0,150.0,visa,226.0,debit,310.0,87.0,64.0,,anonymous.com,,13.0,11.0,0.0,0.0,17.0,51.0,13.0,26.0,26.0,26.0,82.0,26.0,T,T,T,,,F,,,,,,,,,2018-05-29 17:07:43,17,Tuesday
3430744,1,11290684,335.0,W,2616,327.0,150.0,discover,102.0,credit,325.0,87.0,2.0,,verizon.net,,4.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,,287.0,,T,T,T,M0,T,T,,,,,,,,,2018-04-10 16:18:04,16,Tuesday
3130352,1,2941322,49.0,W,2616,,150.0,discover,102.0,credit,337.0,87.0,7.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,T,T,T,M0,T,T,,,,,,,,,2018-01-04 01:02:02,1,Thursday
3127981,0,2907155,117.0,W,7585,553.0,150.0,visa,226.0,credit,337.0,87.0,14.0,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,F,M0,F,F,,,,,,,,,2018-01-03 15:32:35,15,Wednesday
3420904,0,10967751,226.0,W,1675,174.0,150.0,visa,226.0,debit,204.0,87.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,2.0,1.0,257.0,8.0,,257.0,6.0,T,T,F,M0,F,F,,,,,,,,,2018-04-06 22:35:51,22,Friday
3076236,0,1877710,100.0,H,7078,479.0,150.0,visa,226.0,debit,143.0,87.0,,,yahoo.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,33861.0,29.0,-19.0,410.0,600.0,desktop,Windows,2017-12-22 17:35:10,17,Friday
3207477,0,5177728,440.99,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M1,F,F,,,,,,,,,2018-01-29 22:15:28,22,Monday
3390335,1,10181233,67.067,C,15944,266.0,185.0,mastercard,137.0,credit,,,,19.0,gmail.com,gmail.com,21.0,42.0,0.0,5.0,0.0,1.0,1.0,24.0,,25.0,0.0,25.0,,,,M2,,,-40.0,66286.0,0.0,0.0,266.0,595.0,desktop,,2018-03-28 20:07:13,20,Wednesday
3397061,0,10359088,527.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,,,mac.com,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,182.0,,183.0,0.0,183.0,T,T,T,M0,F,F,,,,,,,,,2018-03-30 21:31:28,21,Friday
3179176,0,4311810,59.0,W,7508,321.0,150.0,visa,226.0,debit,220.0,87.0,,,hotmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,T,F,,,,,,,,,2018-01-19 21:43:30,21,Friday
3477917,0,12794479,64.431,C,6455,545.0,185.0,visa,102.0,credit,,,,9.0,yahoo.com.mx,yahoo.com.mx,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,275.0,,,,M0,,,-5.0,527163.0,0.0,0.0,427.0,595.0,desktop,Windows,2018-04-28 02:01:19,2,Saturday
3103768,0,2256551,30.95,W,15359,562.0,150.0,mastercard,219.0,credit,325.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,,,,,,T,,,,,,,,,2017-12-27 02:49:11,2,Wednesday
3125700,0,2832608,50.0,H,11207,361.0,150.0,visa,226.0,debit,441.0,87.0,,,msn.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,103225.0,41.0,-38.0,122.0,597.0,mobile,iOS Device,2018-01-02 18:50:08,18,Tuesday
3193178,1,4740013,34.0,W,15066,170.0,150.0,mastercard,102.0,credit,231.0,87.0,1.0,,,,10.0,7.0,0.0,0.0,2.0,11.0,7.0,0.0,0.0,,353.0,466.0,T,T,T,M1,T,T,,,,,,,,,2018-01-24 20:40:13,20,Wednesday
2999627,0,354499,317.5,W,12694,422.0,150.0,visa,226.0,debit,387.0,87.0,9.0,,hotmail.com,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,99.0,,T,T,T,M0,F,T,,,,,,,,,2017-12-05 02:28:19,2,Tuesday
3503126,0,13526738,16.354,C,9633,130.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-5.0,537335.0,0.0,0.0,153.0,325.0,desktop,8050G Build/LMY47I,2018-05-06 13:25:38,13,Sunday
3532584,0,14404105,209.95,W,4141,404.0,150.0,mastercard,102.0,credit,330.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,1.0,13.0,1.0,628.0,628.0,628.0,628.0,100.0,,,,,,,,,,,,,,,2018-05-16 17:08:25,17,Wednesday
3555903,0,15096043,25.95,W,5291,442.0,150.0,visa,226.0,debit,204.0,87.0,11.0,,anonymous.com,,114.0,101.0,0.0,0.0,140.0,494.0,100.0,387.0,387.0,0.0,565.0,565.0,T,T,T,,,F,,,,,,,,,2018-05-24 17:20:43,17,Thursday
3272198,0,6993755,20.0,W,11815,206.0,150.0,mastercard,126.0,debit,299.0,87.0,,,gmail.com,,36.0,26.0,0.0,0.0,18.0,54.0,27.0,73.0,73.0,351.0,0.0,73.0,,,,,,F,,,,,,,,,2018-02-19 22:42:35,22,Monday
3190668,0,4658244,97.0,W,11815,206.0,150.0,mastercard,166.0,debit,123.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M1,F,F,,,,,,,,,2018-01-23 21:57:24,21,Tuesday
3307440,0,7957519,29.0,W,7919,194.0,150.0,mastercard,166.0,debit,272.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,F,F,,,,,,,,,2018-03-03 02:25:19,2,Saturday
3309788,0,8012171,16.615,C,15497,490.0,150.0,visa,226.0,debit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-25.0,368562.0,0.0,0.0,153.0,417.0,mobile,,2018-03-03 17:36:11,17,Saturday
3501111,0,13458954,35.95,W,9323,111.0,150.0,visa,226.0,debit,191.0,87.0,5.0,,gmail.com,,4.0,4.0,0.0,0.0,3.0,23.0,3.0,333.0,333.0,631.0,631.0,631.0,T,T,T,,,T,,,,,,,,,2018-05-05 18:35:54,18,Saturday
3045380,0,1354468,35.95,W,17188,321.0,150.0,visa,226.0,debit,485.0,87.0,,,gmail.com,,3.0,5.0,0.0,0.0,2.0,20.0,3.0,264.0,264.0,452.0,31.0,151.0,,,,,,F,,,,,,,,,2017-12-16 16:14:28,16,Saturday
3287578,1,7422670,35.346,C,4461,375.0,185.0,mastercard,224.0,debit,,,,0.0,hotmail.com,hotmail.com,49.0,55.0,0.0,11.0,0.0,4.0,3.0,0.0,,202.0,0.0,0.0,,,,M2,,,-5.0,287333.0,0.0,0.0,153.0,325.0,mobile,GT-I9060M Build/KTU84P,2018-02-24 21:51:10,21,Saturday
3502997,0,13516587,35.0,W,11218,579.0,150.0,visa,226.0,debit,184.0,87.0,,,yahoo.com,,2.0,1.0,0.0,0.0,0.0,2.0,1.0,13.0,13.0,13.0,13.0,13.0,T,T,T,M0,F,F,,,,,,,,,2018-05-06 10:36:27,10,Sunday
3354747,0,9142896,59.0,W,17124,310.0,150.0,mastercard,224.0,debit,330.0,87.0,11.0,,hotmail.com,,1.0,2.0,0.0,0.0,0.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,T,T,T,M0,F,F,,,,,,,,,2018-03-16 19:41:36,19,Friday
3119228,0,2645175,97.0,W,11207,361.0,150.0,visa,226.0,debit,325.0,87.0,3.0,,gmail.com,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,,69.0,77.0,0.0,T,T,F,M0,T,T,,,,,,,,,2017-12-31 14:46:15,14,Sunday
3024240,0,928571,34.5,W,16562,360.0,150.0,mastercard,166.0,debit,143.0,87.0,,,gmail.com,,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,,55.0,0.0,55.0,,,,M1,F,T,,,,,,,,,2017-12-11 17:56:11,17,Monday
3539324,0,14591794,68.5,W,14858,558.0,150.0,visa,226.0,debit,325.0,87.0,,,gmail.com,,3.0,2.0,0.0,0.0,0.0,35.0,3.0,39.0,39.0,519.0,95.0,519.0,T,F,F,M0,T,T,,,,,,,,,2018-05-18 21:16:34,21,Friday
3517747,0,13976748,25.95,W,7442,353.0,150.0,mastercard,117.0,debit,126.0,87.0,2.0,,yahoo.com,,3.0,4.0,0.0,0.0,2.0,30.0,3.0,253.0,253.0,253.0,253.0,253.0,T,T,T,,,T,,,,,,,,,2018-05-11 18:25:48,18,Friday
3134410,0,3024331,26.585,C,3154,408.0,185.0,mastercard,224.0,debit,,,,,icloud.com,icloud.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-20.0,177517.0,0.0,0.0,417.0,507.0,mobile,,2018-01-05 00:05:31,0,Friday
3070800,0,1793326,117.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,,,yahoo.com,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,89.0,89.0,89.0,89.0,89.0,,,,M0,F,F,,,,,,,,,2017-12-21 18:08:46,18,Thursday
2995543,0,254546,59.0,W,13734,491.0,150.0,visa,226.0,debit,337.0,87.0,2.0,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,T,,,,,,,,,2017-12-03 22:42:26,22,Sunday
3088629,0,2049537,125.0,R,15333,562.0,150.0,visa,226.0,credit,204.0,87.0,,,comcast.net,yahoo.com,4.0,6.0,0.0,3.0,0.0,2.0,2.0,0.0,,0.0,,0.0,,,,,,,-5.0,154746.0,0.0,0.0,421.0,600.0,desktop,Windows,2017-12-24 17:18:57,17,Sunday
3400025,0,10433832,664.0,W,5606,318.0,150.0,visa,166.0,debit,436.0,87.0,44.0,,gmail.com,,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,15.0,15.0,T,T,T,M0,F,F,,,,,,,,,2018-03-31 18:17:12,18,Saturday
3049828,0,1438219,108.5,W,14858,558.0,150.0,visa,226.0,debit,325.0,87.0,12.0,,gmail.com,,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,,281.0,281.0,281.0,T,T,T,M0,F,T,,,,,,,,,2017-12-17 15:30:19,15,Sunday
3282863,0,7317572,432.81,W,8320,476.0,150.0,visa,166.0,debit,191.0,87.0,,,yahoo.com,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,,,T,,,,,,,,,2018-02-23 16:39:32,16,Friday
3142663,0,3222320,20.755,C,15885,545.0,185.0,visa,138.0,debit,,,,0.0,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-5.0,156974.0,0.0,0.0,266.0,315.0,desktop,,2018-01-07 07:05:20,7,Sunday
3377713,0,9816261,47.95,W,18249,360.0,150.0,mastercard,126.0,debit,315.0,87.0,,,yahoo.com,,2.0,2.0,0.0,0.0,1.0,4.0,2.0,57.0,57.0,57.0,57.0,57.0,,,,,,T,,,,,,,,,2018-03-24 14:44:21,14,Saturday
3459806,0,12227583,57.95,W,17055,393.0,150.0,mastercard,117.0,debit,472.0,87.0,3.0,,gmail.com,,3.0,1.0,0.0,0.0,1.0,12.0,3.0,40.0,40.0,355.0,355.0,355.0,T,T,F,,,F,,,,,,,,,2018-04-21 12:33:03,12,Saturday
3351106,0,9046796,214.0,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,0.0,,,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,8.0,8.0,,9.0,9.0,T,T,T,M0,F,T,,,,,,,,,2018-03-15 16:59:56,16,Thursday
3576148,0,15783120,8.607,C,9026,545.0,185.0,visa,137.0,credit,,,,4.0,gmail.com,gmail.com,1.0,16.0,0.0,1.0,0.0,12.0,1.0,170.0,170.0,171.0,0.0,139.0,,,,M2,,,-5.0,130058.0,-10.0,-22.0,567.0,507.0,mobile,SM-J700M Build/MMB29K,2018-06-01 16:12:00,16,Friday
3296261,0,7688404,150.95,W,13964,496.0,150.0,mastercard,224.0,debit,299.0,87.0,,,gmail.com,,2.0,2.0,0.0,0.0,1.0,8.0,2.0,0.0,,0.0,0.0,0.0,,,,,,F,,,,,,,,,2018-02-27 23:40:04,23,Tuesday
3148882,0,3431075,30.0,H,10616,583.0,150.0,visa,226.0,credit,325.0,87.0,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,0.0,17751.0,17.0,-15.0,410.0,549.0,desktop,MacOS,2018-01-09 17:04:35,17,Tuesday
3312236,0,8025070,59.0,W,16666,166.0,150.0,visa,226.0,debit,143.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,F,F,,,,,,,,,2018-03-03 21:11:10,21,Saturday
3569493,1,15553621,43.282,C,2801,130.0,185.0,visa,137.0,credit,,,,,outlook.com,outlook.com,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,,,M2,,,-5.0,115240.0,0.0,0.0,266.0,325.0,desktop,Windows,2018-05-30 00:27:01,0,Wednesday
3465724,0,12424425,117.0,W,2538,476.0,150.0,visa,166.0,debit,123.0,87.0,,,gmail.com,,1.0,3.0,0.0,0.0,0.0,2.0,1.0,212.0,115.0,213.0,0.0,213.0,T,T,T,M1,T,F,,,,,,,,,2018-04-23 19:13:45,19,Monday
3362682,0,9392493,8.3,C,15257,375.0,185.0,mastercard,224.0,debit,,,,109.0,gmail.com,gmail.com,19.0,101.0,0.0,86.0,0.0,48.0,11.0,340.0,340.0,0.0,0.0,208.0,,,,M2,,,-5.0,195051.0,0.0,0.0,266.0,325.0,desktop,Windows,2018-03-19 17:01:33,17,Monday
3117608,0,2587251,425.0,W,15446,460.0,150.0,mastercard,224.0,debit,226.0,87.0,,,,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,62.0,62.0,,63.0,63.0,,,,M0,T,,,,,,,,,,2017-12-30 22:40:51,22,Saturday
3085635,0,1987484,13.0,W,11919,170.0,150.0,mastercard,224.0,debit,325.0,87.0,10.0,,,,4.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,,,282.0,282.0,T,T,T,M0,F,T,,,,,,,,,2017-12-24 00:04:44,0,Sunday
3143747,0,3266223,480.0,W,12544,321.0,150.0,visa,226.0,debit,441.0,87.0,2.0,,,,1.0,1.0,0.0,0.0,0.0,4.0,1.0,206.0,206.0,,206.0,206.0,T,T,T,M1,F,,,,,,,,,,2018-01-07 19:17:03,19,Sunday
3466474,0,12441817,511.95,W,2039,562.0,150.0,mastercard,219.0,credit,126.0,87.0,0.0,,anonymous.com,,95.0,80.0,0.0,0.0,153.0,456.0,85.0,77.0,77.0,76.0,22.0,76.0,T,T,T,,,T,,,,,,,,,2018-04-24 00:03:37,0,Tuesday
3011163,0,610135,33.97,W,10057,225.0,150.0,mastercard,224.0,debit,181.0,87.0,,,gmail.com,,1.0,2.0,0.0,0.0,2.0,12.0,1.0,82.0,82.0,80.0,80.0,82.0,,,,,,F,,,,,,,,,2017-12-08 01:28:55,1,Friday
3523783,0,14148857,29.0,W,6590,110.0,150.0,visa,226.0,credit,324.0,87.0,,,yahoo.com,,2.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,,1.0,0.0,1.0,T,T,T,M0,F,F,,,,,,,,,2018-05-13 18:14:17,18,Sunday
3400479,1,10439183,146.0,W,16554,122.0,150.0,mastercard,126.0,debit,325.0,87.0,,,yahoo.com,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,274.0,274.0,274.0,T,T,T,M0,F,T,,,,,,,,,2018-03-31 19:46:23,19,Saturday
3352694,0,9073607,171.0,W,15651,417.0,150.0,visa,226.0,debit,330.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,F,,,,,,,,,2018-03-16 00:26:47,0,Friday
3417171,0,10871158,699.79,W,10616,583.0,150.0,visa,226.0,credit,327.0,87.0,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,539.0,539.0,T,T,T,,,T,,,,,,,,,2018-04-05 19:45:58,19,Thursday
3411025,0,10723317,107.95,W,12783,501.0,150.0,visa,226.0,debit,436.0,87.0,1425.0,,yahoo.com,,6.0,3.0,0.0,0.0,1.0,15.0,4.0,190.0,,335.0,496.0,228.0,T,T,T,,,F,,,,,,,,,2018-04-04 02:41:57,2,Wednesday
3228322,0,5701192,226.0,W,11680,555.0,150.0,visa,226.0,debit,184.0,87.0,35.0,,aol.com,,5.0,5.0,0.0,0.0,0.0,16.0,4.0,62.0,62.0,368.0,398.0,398.0,T,T,T,M0,T,F,,,,,,,,,2018-02-04 23:39:52,23,Sunday
3384090,0,10004844,75.0,W,12758,161.0,150.0,mastercard,195.0,debit,123.0,87.0,,,gmail.com,,4.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,91.0,0.0,91.0,T,T,T,M0,F,F,,,,,,,,,2018-03-26 19:07:24,19,Monday
3496093,0,13338855,49.0,W,5691,417.0,150.0,visa,226.0,debit,231.0,87.0,32.0,,,,1.0,1.0,0.0,0.0,0.0,4.0,1.0,88.0,88.0,,88.0,88.0,T,T,T,M0,T,F,,,,,,,,,2018-05-04 09:14:15,9,Friday
3162678,0,3800879,20.0,W,9323,111.0,150.0,visa,226.0,debit,191.0,87.0,576.0,,yahoo.com,,126.0,132.0,0.0,0.0,102.0,477.0,109.0,521.0,521.0,0.0,522.0,522.0,T,F,F,,,T,,,,,,,,,2018-01-13 23:47:59,23,Saturday
3548469,1,14863152,450.0,H,14143,399.0,150.0,american express,198.0,credit,272.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-10.0,29470.0,0.0,-1.0,634.0,201.0,mobile,iOS Device,2018-05-22 00:39:12,0,Tuesday
3329116,0,8441445,54.0,W,4030,174.0,150.0,visa,226.0,debit,126.0,87.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,26.0,1.0,426.0,426.0,,426.0,545.0,T,T,T,M0,F,T,,,,,,,,,2018-03-08 16:50:45,16,Thursday
3187187,0,4559759,97.0,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,,,,,6.0,12.0,0.0,0.0,1.0,174.0,6.0,517.0,517.0,,188.0,527.0,,,,M0,T,T,,,,,,,,,2018-01-22 18:35:59,18,Monday
